Violation Id,Primary,Violation Number,Violation Date,Violation Item,Violation Item Description,Citation Number,Corrective Action,Inspection Number,Address,Zipcode,Battalion,Station Area,Fire Prevention District,Status,Close Date,Supervisor District,Neighborhood  District,X,Y
1710-028816DOR08Y,Y,1710-0288,10/25/17,16DOR08,doors / latches,,correct - no permit,337314,90  New Montgomery St,94105,3,1,03N,abated,4/19/18,6,Financial District/South Beach,37.78742225,-122.4009319
1710-028916ALR12,,1710-0289,10/25/17,16ALR12,alarm system maintained,,correct - no permit,,330  Parker Ave,94118,5,10,5,open,9/19/18,1,Lone Mountain/USF,37.7794839,-122.4533191
1706-011616DOR02,,1706-0116,6/8/17,16DOR02,doors / blocked open,,correct - no permit,310808,1275  Market St,94103,2,36,02S,abated,10/25/17,6,South of Market,37.77752195,-122.415426
1706-011616DOR08,,1706-0116,6/8/17,16DOR08,doors / latches,,correct - no permit,310808,1275  Market St,94103,2,36,02S,abated,10/25/17,6,South of Market,37.77752195,-122.415426
1706-011616EXI02,,1706-0116,6/8/17,16EXI02,exits / storage in pathway,,correct - no permit,310808,1275  Market St,94103,2,36,02S,abated,10/25/17,6,South of Market,37.77752195,-122.415426
1706-011616PER01,,1706-0116,6/8/17,16PER01,permit / general,,correct - no permit,310808,1275  Market St,94103,2,36,02S,abated,10/25/17,6,South of Market,37.77752195,-122.415426
1706-011616REC22,,1706-0116,6/8/17,16REC22,records / facility emergency plan,,correct - no permit,310808,1275  Market St,94103,2,36,02S,abated,10/25/17,6,South of Market,37.77752195,-122.415426
1706-011616REC29Y,Y,1706-0116,6/8/17,16REC29,test and maintenance documentation,,correct - no permit,310808,1275  Market St,94103,2,36,02S,abated,10/25/17,6,South of Market,37.77752195,-122.415426
1706-011616STO16,,1706-0116,6/8/17,16STO16,storage / ceiling clearance,,correct - no permit,310808,1275  Market St,94103,2,36,02S,abated,10/25/17,6,South of Market,37.77752195,-122.415426
1706-040716EXT04,,1706-0407,10/2/17,16EXT04,extinguisher / service required,,correct - no permit,336267,2700  - 2708 24th St,94110,10,9,10,abated,10/25/17,9,Mission,37.75314805,-122.4066908
1706-040716EXT19,,1706-0407,10/2/17,16EXT19,extinguisher / commercial cooking serv. required,,correct - no permit,336267,2700  - 2708 24th St,94110,10,9,10,abated,10/25/17,9,Mission,37.75314805,-122.4066908
1706-040716EXT29Y,Y,1706-0407,10/2/17,16EXT29,kitchen hood cleaning,,correct - no permit,336267,2700  - 2708 24th St,94110,10,9,10,abated,10/25/17,9,Mission,37.75314805,-122.4066908
1707-016616SPR11Y,Y,1707-0166,7/20/17,16SPR11,sprinkler testing and maintenance,,correct - no permit,333105,1000  - 1006 Steiner St,94115,5,5,5,abated,10/25/17,5,Western Addition,37.7786922,-122.4332416
1707-023816EXT19Y,Y,1707-0238,7/24/17,16EXT19,extinguisher / commercial cooking serv. required,,correct - no permit,333213,414  - 430 Mason St,94102,1,1,01W,abated,10/25/17,3,Tenderloin,37.78756518,-122.4095928
1707-023816ILL02,,1707-0238,7/24/17,16ILL02,illumination / repair emergency lighting,,correct - no permit,333213,414  - 430 Mason St,94102,1,1,01W,abated,10/25/17,3,Tenderloin,37.78756518,-122.4095928
0512-0069245,,0512-0069,12/15/05,245,1211.1  emerg lighting maintained,,,16221,2261  Bryant St,94110,6,7,6,closed,3/27/09,9,Mission,37.75830034,-122.4093373
0512-0069271,,0512-0069,12/15/05,271,1212.4  exit sign illuminated,,,16221,2261  Bryant St,94110,6,7,6,closed,3/27/09,9,Mission,37.75830034,-122.4093373
0601-0328999,,0601-0328,1/31/06,999,other violations,,,21370,135  Capp St,94110,2,7,02S,closed,6/21/07,9,Mission,37.76454722,-122.4183585
1707-023816ILL03,,1707-0238,7/24/17,16ILL03,illumination / additional exit sign,,correct - no permit,333213,414  - 430 Mason St,94102,1,1,01W,abated,10/25/17,3,Tenderloin,37.78756518,-122.4095928
1707-023816SIG39,,1707-0238,7/24/17,16SIG39,signs / fire equipment inside,,correct - no permit,333213,414  - 430 Mason St,94102,1,1,01W,abated,10/25/17,3,Tenderloin,37.78756518,-122.4095928
1708-014416EXI13,,1708-0144,8/10/17,16EXI13,exits/fire escapes,,correct - no permit,333978,349  - 353 Geary St,94102,1,1,01W,abated,10/25/17,3,Tenderloin,37.78697256,-122.4090294
1708-014416EXT08,,1708-0144,8/10/17,16EXT08,extinguisher / obstructed,,correct - no permit,333978,349  - 353 Geary St,94102,1,1,01W,abated,10/25/17,3,Tenderloin,37.78697256,-122.4090294
1708-014416ILL02Y,Y,1708-0144,8/10/17,16ILL02,illumination / repair emergency lighting,,correct - no permit,333978,349  - 353 Geary St,94102,1,1,01W,abated,10/25/17,3,Tenderloin,37.78697256,-122.4090294
1709-008216ELE05,,1709-0082,9/7/17,16ELE05,electrical / extension cords,,correct - no permit,335300,4  Embarcadero Ctr,94111,1,13,01S,abated,10/24/17,3,Financial District/South Beach,37.795281,-122.39644
1709-008216ELE06,,1709-0082,9/7/17,16ELE06,electrical / work space/clearance,,correct - no permit,335300,4  Embarcadero Ctr,94111,1,13,01S,abated,10/24/17,3,Financial District/South Beach,37.795281,-122.39644
1709-008216ELE07,,1709-0082,9/7/17,16ELE07,electrical / hazards,,correct - no permit,335300,4  Embarcadero Ctr,94111,1,13,01S,abated,10/24/17,3,Financial District/South Beach,37.795281,-122.39644
1709-008216EXI01,,1709-0082,9/7/17,16EXI01,exits/obstructions,,correct - no permit,335300,4  Embarcadero Ctr,94111,1,13,01S,abated,10/24/17,3,Financial District/South Beach,37.795281,-122.39644
1709-008216EXT04,,1709-0082,9/7/17,16EXT04,extinguisher / service required,,correct - no permit,335300,4  Embarcadero Ctr,94111,1,13,01S,abated,10/24/17,3,Financial District/South Beach,37.795281,-122.39644
1709-008216EXT05,,1709-0082,9/7/17,16EXT05,extinguisher / monthly inspections,,correct - no permit,335300,4  Embarcadero Ctr,94111,1,13,01S,abated,10/24/17,3,Financial District/South Beach,37.795281,-122.39644
1709-008216EXT23,,1709-0082,9/7/17,16EXT23,"extinguisher / halon, fm, wet fixed system service",,correct - no permit,335300,4  Embarcadero Ctr,94111,1,13,01S,abated,10/24/17,3,Financial District/South Beach,37.795281,-122.39644
1709-008216GAS01,,1709-0082,9/7/17,16GAS01,gas containers/securing,,correct - no permit,335300,4  Embarcadero Ctr,94111,1,13,01S,abated,10/24/17,3,Financial District/South Beach,37.795281,-122.39644
1709-008216HAZ05,,1709-0082,9/7/17,16HAZ05,hazard materials/store in approved manner,,correct - no permit,335300,4  Embarcadero Ctr,94111,1,13,01S,abated,10/24/17,3,Financial District/South Beach,37.795281,-122.39644
1709-008216PER01,,1709-0082,9/7/17,16PER01,permit / general,,correct - no permit,335300,4  Embarcadero Ctr,94111,1,13,01S,abated,10/24/17,3,Financial District/South Beach,37.795281,-122.39644
1709-008216STO10,,1709-0082,9/7/17,16STO10,"storage / boiler, mechanical & electric rooms",,correct - no permit,335300,4  Embarcadero Ctr,94111,1,13,01S,abated,10/24/17,3,Financial District/South Beach,37.795281,-122.39644
1709-008216STO16,,1709-0082,9/7/17,16STO16,storage / ceiling clearance,,correct - no permit,335300,4  Embarcadero Ctr,94111,1,13,01S,abated,10/24/17,3,Financial District/South Beach,37.795281,-122.39644
1709-024616EXT04Y,Y,1709-0246,10/13/17,16EXT04,extinguisher / service required,,correct - no permit,336732,3415  20th St,94110,6,7,6,open,10/25/17,9,Mission,37.7584807,-122.4173715
1709-024616SPR08,,1709-0246,10/13/17,16SPR08,sprinkler / 5-year service,,correct - no permit,336732,3415  20th St,94110,6,7,6,open,10/25/17,9,Mission,37.7584807,-122.4173715
0510-0052999Y,Y,0510-0052,10/5/05,999,other violations,,,,1001  - 1005 Market St,94103,3,1,03W,closed,8/28/09,6,South of Market,37.78186784,-122.4101783
1710-010416DOR25,,1710-0104,10/10/17,16DOR25,doors / non-conforming hardware,,,336643,1000  - 1010 Hyde St,94109,4,41,4,abated,12/5/17,3,Nob Hill,37.79025167,-122.4170178
1710-010416ELE06,,1710-0104,10/10/17,16ELE06,electrical / work space/clearance,,,336643,1000  - 1010 Hyde St,94109,4,41,4,abated,12/5/17,3,Nob Hill,37.79025167,-122.4170178
1710-010416EXI01,,1710-0104,10/10/17,16EXI01,exits/obstructions,,,336643,1000  - 1010 Hyde St,94109,4,41,4,abated,12/5/17,3,Nob Hill,37.79025167,-122.4170178
1710-010416EXT04,,1710-0104,10/10/17,16EXT04,extinguisher / service required,,,336643,1000  - 1010 Hyde St,94109,4,41,4,abated,12/5/17,3,Nob Hill,37.79025167,-122.4170178
1710-010416SPR08,,1710-0104,10/10/17,16SPR08,sprinkler / 5-year service,,,336643,1000  - 1010 Hyde St,94109,4,41,4,abated,12/5/17,3,Nob Hill,37.79025167,-122.4170178
1710-0104SFC16A,,1710-0104,10/10/17,SFC16A,2016 san francisco fire code,,,336643,1000  - 1010 Hyde St,94109,4,41,4,abated,12/5/17,3,Nob Hill,37.79025167,-122.4170178
0511-0029271Y,Y,0511-0029,11/4/05,271,1212.4  exit sign illuminated,,,15517,2263  Bryant St,94110,6,7,6,closed,3/27/09,9,Mission,37.7582353,-122.4095111
0512-0151425,,0512-0151,12/23/05,425,"1111.2.1  fire doors rep.,prop maint.",,,,215  Red Rock Way,94131,6,26,6,closed,4/11/07,8,Noe Valley,37.74562547,-122.4424323
0512-0177390,,0512-0177,7/25/06,390,1001.5.1  fire alarms maintained,,,,943  - 947 Geary St,94109,4,3,4,closed,11/8/06,6,Tenderloin,37.78574134,-122.4188914
0512-0177391,,0512-0177,7/25/06,391,sffc 1001.5.1.3  fire systems certified,,,,943  - 947 Geary St,94109,4,3,4,closed,11/8/06,6,Tenderloin,37.78574134,-122.4188914
0512-0177486,,0512-0177,7/25/06,486,1001.5.1  fire protection equip maintenance,,,,943  - 947 Geary St,94109,4,3,4,closed,11/8/06,6,Tenderloin,37.78574134,-122.4188914
0512-0180361,,0512-0180,12/23/05,361,1001.5.1  extinguishers maintn yrly/after use,,,16361,5235  Diamond Heights Blvd,94131,6,26,6,closed,4/8/10,8,Noe Valley,37.74469073,-122.4385892
0512-0180425,,0512-0180,12/23/05,425,"1111.2.1  fire doors rep.,prop maint.",,,16361,5235  Diamond Heights Blvd,94131,6,26,6,closed,4/8/10,8,Noe Valley,37.74469073,-122.4385892
0512-0180865,,0512-0180,12/23/05,865,1001.5.1.2/app. iii-c  standpipe & spklr-5 yr svc,,,16361,5235  Diamond Heights Blvd,94131,6,26,6,closed,4/8/10,8,Noe Valley,37.74469073,-122.4385892
1710-029816EXT15,,1710-0298,10/25/17,16EXT15,extinguisher / required,,,337332,151  Lippard Ave,94131,9,26,9,referred to hearing,11/20/17,8,West of Twin Peaks,37.73313139,-122.435621
1710-029816SPR08Y,Y,1710-0298,10/25/17,16SPR08,sprinkler / 5-year service,,,337332,151  Lippard Ave,94131,9,26,9,referred to hearing,11/20/17,8,West of Twin Peaks,37.73313139,-122.435621
1710-029416COM01Y,Y,1710-0294,10/25/17,16COM01,fire command center features,,correct - no permit,337324,246  02nd St,94105,3,1,03S,abated,12/26/17,6,Financial District/South Beach,37.785746,-122.3973983
1710-029416SPR01,,1710-0294,10/25/17,16SPR01,sprinkler / obstructions,,correct - no permit,337324,246  02nd St,94105,3,1,03S,abated,12/26/17,6,Financial District/South Beach,37.785746,-122.3973983
1710-029616EXT15,,1710-0296,10/25/17,16EXT15,extinguisher / required,,,337329,50  Darien Way,94127,9,15,9,abated,5/3/18,7,West of Twin Peaks,37.7315894,-122.47091
0512-0187130,,0512-0187,12/23/05,130,1103.2.1.2  improper storage of combust rubbish,,obtain permit,16358,1787  - 1793 Haight St,94117,5,12,5,closed,4/20/07,5,Haight Ashbury,37.76918483,-122.4515407
0512-0187282,,0512-0187,12/23/05,282,1203  exit obstruction,,obtain permit,16358,1787  - 1793 Haight St,94117,5,12,5,closed,4/20/07,5,Haight Ashbury,37.76918483,-122.4515407
0512-0187704,,0512-0187,12/23/05,704,103.3.2  construction without bldg permit,,obtain permit,16358,1787  - 1793 Haight St,94117,5,12,5,closed,4/20/07,5,Haight Ashbury,37.76918483,-122.4515407
0512-0187705,,0512-0187,12/23/05,705,105.8  operating without fd permit,,obtain permit,16358,1787  - 1793 Haight St,94117,5,12,5,closed,4/20/07,5,Haight Ashbury,37.76918483,-122.4515407
0512-0189999,,0512-0189,1/9/06,999,other violations,,correct - no permit,,60  - 64 Cypress St,94110,6,11,6,closed,10/25/07,9,Mission,37.75129047,-122.4169495
0512-0223285,,0512-0223,12/28/05,285,1203  exit stairways blocked,,,16422,2400  Geary Blvd,94115,5,10,5,closed,1/19/06,2,Presidio Heights,37.78306851,-122.4430678
0512-0223340,,0512-0223,12/28/05,340,"1001.5.1  exting.-insp,empty,serv yearly t-19",,,16422,2400  Geary Blvd,94115,5,10,5,closed,1/19/06,2,Presidio Heights,37.78306851,-122.4430678
0512-0236999,,0512-0236,12/29/05,999,other violations,,,,1349  - 1351 Hampshire St,94110,10,9,10,closed,1/30/06,9,Mission,37.75063175,-122.4068315
1710-029616SPR08Y,Y,1710-0296,10/25/17,16SPR08,sprinkler / 5-year service,,,337329,50  Darien Way,94127,9,15,9,abated,5/3/18,7,West of Twin Peaks,37.7315894,-122.47091
1710-022616ALR12,,1710-0226,10/25/17,16ALR12,alarm system maintained,,correct - no permit,337319,388  Beale St,94105,3,35,03S,abated,8/21/18,6,Financial District/South Beach,37.78767625,-122.3917766
1710-022616DOR08,,1710-0226,10/25/17,16DOR08,doors / latches,,correct - no permit,337319,388  Beale St,94105,3,35,03S,abated,8/21/18,6,Financial District/South Beach,37.78767625,-122.3917766
1710-020016SPR08,,1710-0200,10/19/17,16SPR08,sprinkler / 5-year service,,correct - no permit,337006,845  California St,94108,1,2,01W,abated,9/11/18,3,Nob Hill,37.79194944,-122.408144
1710-030016EXI01,,1710-0300,10/25/17,16EXI01,exits/obstructions,,correct - no permit,337341,1  Pier 50,94158,3,0,03S,abated,12/11/17,6,Mission Bay,37.7736395,-122.384714
1710-030016EXI01Y,Y,1710-0300,10/25/17,16EXI01,exits/obstructions,,correct - no permit,337341,1  Pier 50,94158,3,0,03S,abated,12/11/17,6,Mission Bay,37.7736395,-122.384714
1710-030016HAZ04,,1710-0300,10/25/17,16HAZ04,hazard / flam. liq. storage cabinets,,correct - no permit,337341,1  Pier 50,94158,3,0,03S,abated,12/11/17,6,Mission Bay,37.7736395,-122.384714
1710-030616DOR25Y,Y,1710-0306,10/26/17,16DOR25,doors / non-conforming hardware,,,337393,1693  - 1695 Market St,94103,2,36,02S,abated,12/13/17,6,Mission,37.77255093,-122.4219316
1710-030616EXI01,,1710-0306,10/26/17,16EXI01,exits/obstructions,,,337393,1693  - 1695 Market St,94103,2,36,02S,abated,12/13/17,6,Mission,37.77255093,-122.4219316
1710-030616EXI13,,1710-0306,10/26/17,16EXI13,exits/fire escapes,,,337393,1693  - 1695 Market St,94103,2,36,02S,abated,12/13/17,6,Mission,37.77255093,-122.4219316
1710-030616ILL03,,1710-0306,10/26/17,16ILL03,illumination / additional exit sign,,,337393,1693  - 1695 Market St,94103,2,36,02S,abated,12/13/17,6,Mission,37.77255093,-122.4219316
1710-030416ILL01Y,Y,1710-0304,10/26/17,16ILL01,exit sign illumination,,,337384,136  09th Ave,94118,7,31,7,abated,3/9/18,1,Inner Richmond,37.78581673,-122.4675163
1607-017910_T19_3.09.E1Y,Y,1607-0179,7/18/16,10_T19_3.09.E1,fire safety director,,correct - no permit,,1080  Chestnut St,94109,1,28,01W,abated,6/28/18,2,Russian Hill,37.80304644,-122.4210757
0601-0033278,,0601-0033,1/9/06,278,1203  exit obstruction - fire escape,,correct - no permit,,121  Day St,94131,6,11,6,closed,5/5/06,8,Noe Valley,37.74273686,-122.4252012
0601-0033742,,0601-0033,1/9/06,742,safegards/devices required,,correct - no permit,,121  Day St,94131,6,11,6,closed,5/5/06,8,Noe Valley,37.74273686,-122.4252012
0601-0040742,,0601-0040,1/9/06,742,safegards/devices required,,,20852,2950  24th St,94110,6,7,6,closed,9/23/08,9,Mission,37.75285486,-122.4111356
0601-0074361,,0601-0074,3/14/06,361,1001.5.1  extinguishers maintn yrly/after use,,,,2020  - 2022 Green St,94123,4,16,4,closed,4/27/06,2,Marina,37.79680349,-122.4324735
0601-0102391,,0601-0102,1/19/06,391,sffc 1001.5.1.3  fire systems certified,,,21114,731  - 733 South Van Ness Ave,94110,6,7,6,closed,6/8/09,9,Mission,37.76146192,-122.4167738
0601-0102446,,0601-0102,1/19/06,446,1205  fire escape/laddr-no encumburance,,,21114,731  - 733 South Van Ness Ave,94110,6,7,6,closed,6/8/09,9,Mission,37.76146192,-122.4167738
0601-0106287,,0601-0106,1/12/06,287,1210.1  stairs-railings-struct not maintd,,correct - no permit,20977,1949  Oak St,94117,5,12,5,closed,12/12/08,5,Haight Ashbury,37.7710712,-122.4513229
0601-0106975,,0601-0106,1/12/06,975,1110.2  vacant bldg free from combust mtrl,,correct - no permit,20977,1949  Oak St,94117,5,12,5,closed,12/12/08,5,Haight Ashbury,37.7710712,-122.4513229
1610-003013REC16Y,Y,1610-0030,10/4/16,13REC16,records / sffd binder for review for 5 years,,correct - no permit,294504,330  Parker Ave,94118,5,10,5,referred to hearing,10/25/17,1,Lone Mountain/USF,37.7794839,-122.4533191
1610-003013REC22,,1610-0030,10/4/16,13REC22,records / facility emergency plan,,correct - no permit,294504,330  Parker Ave,94118,5,10,5,referred to hearing,10/25/17,1,Lone Mountain/USF,37.7794839,-122.4533191
1610-003013REC27,,1610-0030,10/4/16,13REC27,records / fire drills,,correct - no permit,294504,330  Parker Ave,94118,5,10,5,referred to hearing,10/25/17,1,Lone Mountain/USF,37.7794839,-122.4533191
1610-003013REC28,,1610-0030,10/4/16,13REC28,l-license and fire pump certificate,,correct - no permit,294504,330  Parker Ave,94118,5,10,5,referred to hearing,10/25/17,1,Lone Mountain/USF,37.7794839,-122.4533191
1610-003013SIG47,,1610-0030,10/4/16,13SIG47,repair exit sign,,correct - no permit,294504,330  Parker Ave,94118,5,10,5,referred to hearing,10/25/17,1,Lone Mountain/USF,37.7794839,-122.4533191
1610-003013STO08,,1610-0030,10/4/16,13STO08,storage / no combustibles allowed,,correct - no permit,294504,330  Parker Ave,94118,5,10,5,referred to hearing,10/25/17,1,Lone Mountain/USF,37.7794839,-122.4533191
1705-033416DOR08,,1705-0334,5/22/17,16DOR08,doors / latches,,correct - no permit,310049,2190  Washington St,94109,4,38,4,abated,10/25/17,2,Pacific Heights,37.7925412,-122.4291513
1705-033416HAZ04,,1705-0334,5/22/17,16HAZ04,hazard / flam. liq. storage cabinets,,correct - no permit,310049,2190  Washington St,94109,4,38,4,abated,10/25/17,2,Pacific Heights,37.7925412,-122.4291513
1705-033416REC29,,1705-0334,5/22/17,16REC29,test and maintenance documentation,,correct - no permit,310049,2190  Washington St,94109,4,38,4,abated,10/25/17,2,Pacific Heights,37.7925412,-122.4291513
1708-027016DOR07Y,Y,1708-0270,8/23/17,16DOR07,doors / self-closers,,correct - no permit,334508,310  Arballo Dr,94132,8,19,8,abated,10/25/17,7,Lakeshore,37.72078908,-122.4841862
1708-027016DOR23,,1708-0270,8/23/17,16DOR23,doors / trash and linen chutes,,correct - no permit,334508,310  Arballo Dr,94132,8,19,8,abated,10/25/17,7,Lakeshore,37.72078908,-122.4841862
1708-027016REC16,,1708-0270,8/23/17,16REC16,records / sffd binder for review for 5 years,,correct - no permit,334508,310  Arballo Dr,94132,8,19,8,abated,10/25/17,7,Lakeshore,37.72078908,-122.4841862
1708-027016REC28,,1708-0270,8/23/17,16REC28,l-license and fire pump certificate,,correct - no permit,334508,310  Arballo Dr,94132,8,19,8,abated,10/25/17,7,Lakeshore,37.72078908,-122.4841862
1708-027016REC29,,1708-0270,8/23/17,16REC29,test and maintenance documentation,,correct - no permit,334508,310  Arballo Dr,94132,8,19,8,abated,10/25/17,7,Lakeshore,37.72078908,-122.4841862
1708-040216COM01Y,Y,1708-0402,8/31/17,16COM01,fire command center features,,correct - no permit,334954,350  Arballo Dr,94132,8,19,8,abated,10/25/17,7,Lakeshore,37.72023576,-122.4836204
1708-040216DOR07,,1708-0402,8/31/17,16DOR07,doors / self-closers,,correct - no permit,334954,350  Arballo Dr,94132,8,19,8,abated,10/25/17,7,Lakeshore,37.72023576,-122.4836204
1708-040216EXT04,,1708-0402,8/31/17,16EXT04,extinguisher / service required,,correct - no permit,334954,350  Arballo Dr,94132,8,19,8,abated,10/25/17,7,Lakeshore,37.72023576,-122.4836204
1709-024816ELE07,,1709-0248,9/26/17,16ELE07,electrical / hazards,,,335972,258  09th St,94103,2,36,02S,referred to hearing,10/26/17,6,South of Market,37.77407852,-122.4124602
